SK_ID_CURR,TARGET
100001,0.03745945557710264
100005,0.10797611830893562
100013,0.11570429815282754
100028,0.05626133515607199
100038,0.1422143394531165
100042,0.003009803921568628
100057,0.04867768179532885
100065,0.03938124882513428
100066,0.014907822140020281
100067,0.10337186403208073
100074,0.03929224735532785
100090,0.11284767489991948
100091,0.14562842429328496
100092,0.03221184646107247
100106,0.08892504816305123
100107,0.07282025121421404
100109,0.010902097902097903
100117,0.09226963477698774
100128,0.1091030734401477
100141,0.08671671946904146
100150,0.033003718503718506
100168,0.01433799533799534
100169,0.03036222149883141
100170,0.06824881491057962
100171,0.02081547619047619
100172,0.11119511370981958
100184,0.05759416971916972
100187,0.1021184059318734
100212,0.055266232821186374
100222,0.018177933177933175
100223,0.08222106398073886
100232,0.014700946112710818
100241,0.28055074380383976
100245,0.048867162249515206
100253,0.03581817889712627
100256,0.07687930825624324
100271,0.028817612942612945
100278,0.25206401042198257
100280,0.04805113831816619
100306,0.18645696537724402
100311,0.044002095127095124
100312,0.18217734071913635
100330,0.12823249170849793
100331,0.06859224366964303
100352,0.045173468043824085
100358,0.06796185389258146
100367,0.0221740095559755
100382,0.06849910903509975
100384,0.1340985075296221
100385,0.08006393997299568
100386,0.057003571377023395
100399,0.025390066804540493
100404,0.05664504161988683
100416,0.058625048584026916
100422,0.15845226561364326
100426,0.03515081994029363
100438,0.046005668866736994
100444,0.19759503778814924
100445,0.24190408748458286
100446,0.2069573266430852
100447,0.036040043290043296
100450,0.031764131465369855
100466,0.0218006993006993
100483,0.030172770212243898
100484,0.08594607808771895
100494,0.16098457558093776
100510,0.16766215015634525
100512,0.03227637068813539
100517,0.07084042346542346
100548,0.02618942577030812
100551,0.0598640099150935
100552,0.04268550322226792
100553,0.02989655008733956
100561,0.08201369871958106
100568,0.17548181930728363
100569,0.019352793233598186
100591,0.08574432391653752
100592,0.03345826327095677
100602,0.08157550421714506
100607,0.041628124326653734
100613,0.041385406260406266
100617,0.06769487594448895
100618,0.17208747311340186
100622,0.10905751923515082
100625,0.023469761232919127
100677,0.033362460037382635
100699,0.07254959784797246
100702,0.32490896534665864
100711,0.04896956449123633
100729,0.11201291007753852
100740,0.17027516257392417
100744,0.18749179969497295
100745,0.09440455416616407
100747,0.09899384443385995
100751,0.13644429968036775
100752,0.05060134769770992
100753,0.06552537529549914
100754,0.1075529062440827
100760,0.09867782518479111
100762,0.037225388732354675
100763,0.15564300852226542
100765,0.03875122916299387
100770,0.09291113835424979
100772,0.028331597882681473
100777,0.047929901969375646
100791,0.04364525425554836
100792,0.059243724112145166
100797,0.0444575897099117
100823,0.12284567745635852
100826,0.12605779935578693
100830,0.027155870445344135
100836,0.30277349022666356
100872,0.017905731523378585
100910,0.07587900940648618
100913,0.0366083675096833
100918,0.06645210998152173
100931,0.03363953336824855
100952,0.06381699140213071
100953,0.09194040406617804
100965,0.05892781762441204
100970,0.036780364372469634
100982,0.15701699126466925
100983,0.10177281133898783
100984,0.0694198215355336
100987,0.15744065574947924
100997,0.05519389597330773
100998,0.14695587144193956
101002,0.0767434575228693
101005,0.24336887579225036
101008,0.1909245329403998
101020,0.09414360179723955
101021,0.07906386428329153
101024,0.09346967828353277
101025,0.10946079019879328
101026,0.07865471615587713
101031,0.047593415012919665
101041,0.030706104353163184
101051,0.022178955547376603
101055,0.19653160470420533
101056,0.23225675859228492
101057,0.021117566643882427
101064,0.03840200090587088
101079,0.10940083110903544
101087,0.039532465900112966
101090,0.029051747014595314
101092,0.0897385348569559
101097,0.08063445635891454
101099,0.03458055343349462
101107,0.16122562572446467
101118,0.0955885343157015
101125,0.04644358823151392
101126,0.053257222266897185
101128,0.05682740397717176
101136,0.18001918807027167
101140,0.05777054378370167
101149,0.0899510080562712
101160,0.06789691229822808
101169,0.22444994062525025
101181,0.06234621999947078
101186,0.05637628887280591
101190,0.06301751757014915
101193,0.18220427774839534
101194,0.1325630028726003
101198,0.08624939495489031
101200,0.042943137701651646
101204,0.054157833394675496
101211,0.12794267415590943
